# ayil_sim_dt version=3
# date=20191031 bin_sec=60 dt_ref_sec=2.0 host=login2 nproc= updated_utc=2026-05-26T15:57:51Z
# dt_s = sim_cover/step_units per bin (step_units=sum delta_sim/dt over diagnostic intervals)
sim_bin_s,dt_s,n_lines,last_utc
3960,1.363572383,44,2026-05-26T15:57:51Z
4020,1.363572383,44,2026-05-26T15:57:51Z
4080,1.363572383,44,2026-05-26T15:57:51Z
4140,1.363572383,44,2026-05-26T15:57:51Z
4200,1.363572383,44,2026-05-26T15:57:51Z
4260,1.363572383,44,2026-05-26T15:57:51Z
4320,1.363572383,44,2026-05-26T15:57:51Z
4380,1.363572383,44,2026-05-26T15:57:51Z
4440,1.363572383,44,2026-05-26T15:57:51Z
4500,1.363572383,44,2026-05-26T15:57:51Z
4560,1.363572383,44,2026-05-26T15:57:51Z
4620,1.363572383,44,2026-05-26T15:57:51Z
4680,1.363572383,44,2026-05-26T15:57:51Z
4740,1.363572383,44,2026-05-26T15:57:51Z
4800,1.363572383,44,2026-05-26T15:57:51Z
4860,1.363572383,44,2026-05-26T15:57:51Z
4920,1.363572383,44,2026-05-26T15:57:51Z
4980,1.363572383,44,2026-05-26T15:57:51Z
5040,1.363572383,44,2026-05-26T15:57:51Z
5100,1.363572383,44,2026-05-26T15:57:51Z
5160,1.363572383,44,2026-05-26T15:57:51Z
5220,1.363572383,44,2026-05-26T15:57:51Z
5280,1.363572383,44,2026-05-26T15:57:51Z
5340,1.363572383,44,2026-05-26T15:57:51Z
5400,1.363572383,44,2026-05-26T15:57:51Z
5460,1.363572383,44,2026-05-26T15:57:51Z
5520,1.363572383,44,2026-05-26T15:57:51Z
5580,1.363572383,44,2026-05-26T15:57:51Z
5640,1.363572383,44,2026-05-26T15:57:51Z
5700,1.363572383,44,2026-05-26T15:57:51Z
5760,1.363572383,44,2026-05-26T15:57:51Z
5820,1.363572383,44,2026-05-26T15:57:51Z
5880,1.363572383,44,2026-05-26T15:57:51Z
5940,1.363572383,44,2026-05-26T15:57:51Z
6000,1.363572383,44,2026-05-26T15:57:51Z
6060,1.363572383,44,2026-05-26T15:57:51Z
6120,1.363572383,44,2026-05-26T15:57:51Z
6180,1.363572383,44,2026-05-26T15:57:51Z
6240,1.363572383,44,2026-05-26T15:57:51Z
6300,1.363572383,44,2026-05-26T15:57:51Z
6360,1.363572383,44,2026-05-26T15:57:51Z
6420,1.363572383,44,2026-05-26T15:57:51Z
6480,1.363572383,44,2026-05-26T15:57:51Z
6540,1.363572383,44,2026-05-26T15:57:51Z
6600,1.363572383,44,2026-05-26T15:57:51Z
6660,1.363572383,44,2026-05-26T15:57:51Z
6720,1.363572383,44,2026-05-26T15:57:51Z
6780,1.363572383,44,2026-05-26T15:57:51Z
6840,1.363572383,44,2026-05-26T15:57:51Z
6900,1.363572383,44,2026-05-26T15:57:51Z
6960,1.363572383,44,2026-05-26T15:57:51Z
7020,1.363572383,44,2026-05-26T15:57:51Z
7080,1.363572383,44,2026-05-26T15:57:51Z
7140,1.363572383,44,2026-05-26T15:57:51Z
7200,1.363572383,44,2026-05-26T15:57:51Z
7260,1.363572383,44,2026-05-26T15:57:51Z
7320,1.387000000,27,2026-05-26T15:57:51Z
