# ayil_sim_dt version=3
# date=20191027 bin_sec=60 dt_ref_sec=2.0 host=login2 nproc= updated_utc=2026-05-26T15:57:50Z
# dt_s = sim_cover/step_units per bin (step_units=sum delta_sim/dt over diagnostic intervals)
sim_bin_s,dt_s,n_lines,last_utc
3480,1.363619591,44,2026-05-26T15:57:50Z
3540,1.363619591,44,2026-05-26T15:57:50Z
3600,1.363673841,44,2026-05-26T15:57:50Z
3660,1.363560154,44,2026-05-26T15:57:50Z
3720,1.363560154,44,2026-05-26T15:57:50Z
3780,1.363636298,44,2026-05-26T15:57:50Z
3840,1.363701199,44,2026-05-26T15:57:50Z
3900,1.363701199,44,2026-05-26T15:57:50Z
3960,1.363701199,44,2026-05-26T15:57:50Z
4020,1.363701199,44,2026-05-26T15:57:50Z
4080,1.363660077,44,2026-05-26T15:57:50Z
4140,1.363636364,44,2026-05-26T15:57:50Z
4200,1.363636364,44,2026-05-26T15:57:50Z
4260,1.363636364,44,2026-05-26T15:57:50Z
4320,1.363636364,44,2026-05-26T15:57:50Z
4380,1.363636364,44,2026-05-26T15:57:50Z
4440,1.363636364,44,2026-05-26T15:57:50Z
4500,1.363609534,44,2026-05-26T15:57:50Z
4560,1.363553004,44,2026-05-26T15:57:50Z
4620,1.363553004,44,2026-05-26T15:57:50Z
4680,1.363553004,44,2026-05-26T15:57:50Z
4740,1.363553004,44,2026-05-26T15:57:50Z
4800,1.363553004,44,2026-05-26T15:57:50Z
4860,1.363553004,44,2026-05-26T15:57:50Z
4920,1.363553004,44,2026-05-26T15:57:50Z
4980,1.363553004,44,2026-05-26T15:57:50Z
5040,1.363553004,44,2026-05-26T15:57:50Z
5100,1.363553004,44,2026-05-26T15:57:50Z
5160,1.363553004,44,2026-05-26T15:57:50Z
5220,1.363553004,44,2026-05-26T15:57:50Z
5280,1.363553004,44,2026-05-26T15:57:50Z
5340,1.363664613,44,2026-05-26T15:57:50Z
5400,1.363762644,44,2026-05-26T15:57:50Z
5460,1.363762644,44,2026-05-26T15:57:50Z
5520,1.363762644,44,2026-05-26T15:57:50Z
5580,1.363762644,44,2026-05-26T15:57:50Z
5640,1.363762644,44,2026-05-26T15:57:50Z
5700,1.363762644,44,2026-05-26T15:57:50Z
5760,1.363762644,44,2026-05-26T15:57:50Z
5820,1.363762644,44,2026-05-26T15:57:50Z
5880,1.363762644,44,2026-05-26T15:57:50Z
5940,1.363762644,44,2026-05-26T15:57:50Z
6000,1.363762644,44,2026-05-26T15:57:50Z
6060,1.363762644,44,2026-05-26T15:57:50Z
6120,1.363762644,44,2026-05-26T15:57:50Z
6180,1.363762644,44,2026-05-26T15:57:50Z
6240,1.363762644,44,2026-05-26T15:57:50Z
6300,1.363762644,44,2026-05-26T15:57:50Z
6360,1.363762644,44,2026-05-26T15:57:50Z
6420,1.363762644,44,2026-05-26T15:57:50Z
6480,1.363762644,44,2026-05-26T15:57:50Z
6540,1.363762644,44,2026-05-26T15:57:50Z
6600,1.363762644,44,2026-05-26T15:57:50Z
6660,1.363762644,44,2026-05-26T15:57:50Z
6720,1.363762644,44,2026-05-26T15:57:50Z
6780,1.363762644,44,2026-05-26T15:57:50Z
6840,1.363762644,44,2026-05-26T15:57:50Z
6900,1.363762644,44,2026-05-26T15:57:50Z
6960,1.363762644,44,2026-05-26T15:57:50Z
7020,1.363762644,44,2026-05-26T15:57:50Z
7080,1.363762644,44,2026-05-26T15:57:50Z
7140,1.363762644,44,2026-05-26T15:57:50Z
7200,1.363762644,44,2026-05-26T15:57:50Z
7260,1.363762644,44,2026-05-26T15:57:50Z
7320,1.363762644,44,2026-05-26T15:57:50Z
7380,1.363762644,44,2026-05-26T15:57:50Z
7440,1.363762644,44,2026-05-26T15:57:50Z
7500,1.363762644,44,2026-05-26T15:57:50Z
7560,1.363762644,44,2026-05-26T15:57:50Z
7620,1.363762644,44,2026-05-26T15:57:50Z
7680,1.363762644,44,2026-05-26T15:57:50Z
7740,1.363762644,44,2026-05-26T15:57:50Z
7800,1.363762644,44,2026-05-26T15:57:50Z
7860,1.363762644,44,2026-05-26T15:57:50Z
7920,1.363762644,44,2026-05-26T15:57:50Z
7980,1.363762644,44,2026-05-26T15:57:50Z
8040,1.363762644,44,2026-05-26T15:57:50Z
8100,1.363762644,44,2026-05-26T15:57:50Z
8160,1.363762644,44,2026-05-26T15:57:50Z
8220,1.363762644,44,2026-05-26T15:57:50Z
8280,1.363762644,44,2026-05-26T15:57:50Z
8340,1.363762644,44,2026-05-26T15:57:50Z
8400,1.382000000,29,2026-05-26T15:57:50Z
