# ayil_sim_dt version=3
# date=20191102 bin_sec=60 dt_ref_sec=2.0 host=login2 nproc= updated_utc=2026-05-26T15:57:52Z
# dt_s = sim_cover/step_units per bin (step_units=sum delta_sim/dt over diagnostic intervals)
sim_bin_s,dt_s,n_lines,last_utc
2040,1.538461538,39,2026-05-26T15:57:52Z
2100,1.538559325,39,2026-05-26T15:57:52Z
2160,1.538672591,39,2026-05-26T15:57:52Z
2220,1.538345172,39,2026-05-26T15:57:52Z
2280,1.538587612,39,2026-05-26T15:57:52Z
2340,1.537863893,39,2026-05-26T15:57:52Z
2400,1.538297921,39,2026-05-26T15:57:52Z
2460,1.539268558,39,2026-05-26T15:57:52Z
2520,1.539697726,39,2026-05-26T15:57:52Z
2580,1.538737606,39,2026-05-26T15:57:52Z
2640,1.539434268,39,2026-05-26T15:57:52Z
2700,1.539269461,39,2026-05-26T15:57:52Z
2760,1.538461507,39,2026-05-26T15:57:52Z
2820,1.547543208,39,2026-05-26T15:57:52Z
2880,1.578946495,38,2026-05-26T15:57:52Z
2940,1.578946651,38,2026-05-26T15:57:52Z
3000,1.578952021,38,2026-05-26T15:57:52Z
3060,1.578956878,38,2026-05-26T15:57:52Z
3120,1.578944606,38,2026-05-26T15:57:52Z
3180,1.578950745,38,2026-05-26T15:57:52Z
3240,1.578934122,38,2026-05-26T15:57:52Z
3300,1.578932111,38,2026-05-26T15:57:52Z
3360,1.578971050,38,2026-05-26T15:57:52Z
3420,1.578954137,38,2026-05-26T15:57:52Z
3480,1.578986286,38,2026-05-26T15:57:52Z
3540,1.578983148,38,2026-05-26T15:57:52Z
3600,1.578925929,38,2026-05-26T15:57:52Z
3660,1.578923122,38,2026-05-26T15:57:52Z
3720,1.578933842,38,2026-05-26T15:57:52Z
3780,1.578901703,38,2026-05-26T15:57:52Z
3840,1.579015645,38,2026-05-26T15:57:52Z
3900,1.578947434,38,2026-05-26T15:57:52Z
3960,1.578859426,38,2026-05-26T15:57:52Z
4020,1.578947368,38,2026-05-26T15:57:52Z
4080,1.579030773,38,2026-05-26T15:57:52Z
4140,1.578916228,38,2026-05-26T15:57:52Z
4200,1.578982431,38,2026-05-26T15:57:52Z
4260,1.578789675,38,2026-05-26T15:57:52Z
4320,1.579036004,38,2026-05-26T15:57:52Z
4380,1.579206555,38,2026-05-26T15:57:52Z
4440,1.579068141,38,2026-05-26T15:57:52Z
4500,1.579245717,38,2026-05-26T15:57:52Z
4560,1.578947432,38,2026-05-26T15:57:52Z
4620,1.578838666,38,2026-05-26T15:57:52Z
4680,1.578947368,38,2026-05-26T15:57:52Z
4740,1.578391989,38,2026-05-26T15:57:52Z
4800,1.579481544,38,2026-05-26T15:57:52Z
4860,1.577406987,38,2026-05-26T15:57:52Z
4920,1.568728592,38,2026-05-26T15:57:52Z
4980,1.621622515,37,2026-05-26T15:57:52Z
5040,1.621611830,37,2026-05-26T15:57:52Z
5100,1.621634376,37,2026-05-26T15:57:52Z
5160,1.621638802,37,2026-05-26T15:57:52Z
5220,1.621621622,37,2026-05-26T15:57:52Z
5280,1.621621589,37,2026-05-26T15:57:52Z
5340,1.621641000,37,2026-05-26T15:57:52Z
5400,1.621587375,37,2026-05-26T15:57:52Z
5460,1.621662808,37,2026-05-26T15:57:52Z
5520,1.621556036,37,2026-05-26T15:57:52Z
5580,1.621602114,37,2026-05-26T15:57:52Z
5640,1.621667687,37,2026-05-26T15:57:52Z
5700,1.621567946,37,2026-05-26T15:57:52Z
5760,1.621621557,37,2026-05-26T15:57:52Z
5820,1.621504143,37,2026-05-26T15:57:52Z
5880,1.621760075,37,2026-05-26T15:57:52Z
5940,1.621677615,37,2026-05-26T15:57:52Z
6000,1.621692450,37,2026-05-26T15:57:52Z
6060,1.621169661,37,2026-05-26T15:57:52Z
6120,1.621991230,37,2026-05-26T15:57:52Z
6180,1.620876488,37,2026-05-26T15:57:52Z
6240,1.623244544,37,2026-05-26T15:57:52Z
6300,1.664916871,13,2026-05-26T15:57:52Z
